Title,url,company,location,status,date_posted,text
"
            
        Data Engineer H/F
      
          ",https://fr.linkedin.com/jobs/view/data-engineer-h-f-at-meritis-3715495128?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=leDzlISEBeYMd7FGP3oISg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            MERITIS
          ","
            Île-de-France, France
          ","
         Actively Hiring
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      4 hours ago
  
          ","Nous recherchons des Data Engineers pour intervenir sur plusieurs projets innovants de grande envergure dans les secteurs du Transport, de l'Aérospatial, de la Banque, de l'Energie ou encore du Retail !




Vos missions :




Conception et mise en œuvre de stratégies d'acquisition et d'intégration de données
Collecte, transformation et traitement des données en collaboration avec les Data Scientists
Veille à la qualité des données
Mise en place de pipelines de données
Configuration de référentiels de données à la pointe de la technologie dans des environnements distribués, sur site ou dans le cloud (AWS, Google Cloud, Microsoft Azure)
Respecter des pratiques de gouvernance des données du client




Ce poste est à pourvoir en CDI




Environnement technique :




Frameworks : Spark, Hadoop, Kafka (ou encore Hive, Oozie, Nifi, Jupyter...)
Langages de programmation : Scala, Python, SQL, Java,..
Data visualisation : PowerBI, Qliksense...
Bases de données : Oracle, PosgresSQL, NoSQL, Teradata,...
Outils DevOps : Jenkins, Docker, Kubernetes
Cloud : GCP, AWS, Azure







Ce poste est-il fait pour vous ? :




Vous êtes diplômé d'un Bac +5 et justifiez d'au moins 3 ans d'expérience en tant que Data Engineer
Vous avez de l'expérience sur les outils Spark, Python, Scala et avez idéalement des compétences en Cloud (AWS, GCP,...)
Vous parlez anglais couramment







Descriptif de l’entreprise :​




Meritis est un cabinet de conseil, pilotage et développement IT fondé en 2007 présent à Paris, Sophia-Antipolis, Aix-en-Provence, Montpellier, Toulouse, Nantes... Et bientôt sur de nouveaux territoires ! Notre mission ? Connecter les meilleurs talents aux entreprises pour leur donner un temps d’avance.​




Nous accompagnons nos clients dans l’intégralité de leurs besoins en transformation numérique à travers de nombreux domaines d’expertises : Software Engineering, Finance, Pilotage de projets, Devops, Data, Cloud, Cybersécurité ou encore Agilité.​




Intervenant aussi bien dans les secteurs de la Banque, de l'Assurance, des Télécommunications que de l'Industrie ou des Transports, aujourd'hui 40% des entreprises du CAC40 sont clientes Meritis.​




Fort de nos valeurs d’exigence, d’humilité, de bienveillance et de proximité, nous comptons aujourd’hui plus de 900 collaborateurs.​




Nous mettons un point d’honneur à être proche de nos collaborateurs et à les accompagner de manière individualisée quelles que soient leurs fonctions dans l’entreprise.




Certifiée Great Place To Work depuis 2013, notre conception du bien-être au travail va bien au-delà d'un simple label, ce sont nos collaborateurs qui en parlent le mieux : https://www.glassdoor.fr/Avis/Meritis-Avis-E1163008.htm.​




​

Vos différences sont nos atouts. C’est pourquoi Meritis est engagée en faveur de la diversité et de la non-discrimination. Tous nos métiers sont accessibles aux personnes en situation de handicap. Si vous avez une question ou pensez être victime ou témoin d’une discrimination, vous pouvez contacter ethiquegroup@meritis.fr. »"
"
            
        Data Engineer
      
          ",https://fr.linkedin.com/jobs/view/data-engineer-at-adentis-3715496841?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=NRohSOJs3t4bbYxxcuSqOw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            ADENTIS
          ","
            Île-de-France, France
          ","
         Actively Hiring
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      3 hours ago
  
          ","Environnement :




Au sein de son équipe « Digital Factory » vous participez à la réalisation et maintenance des projets analytics.

Vous piloterez la maintenance et vous développerez des solutions décisionnelles que ce soit sur serveur SQL ou dans Azure.




Dans ce rôle, vous aurait la responsabilité de :




Définir, concevoir et mettre en œuvre des systèmes décisionnels, big data et cloud
Participer à des sessions techniques d'échanges ou de transfert de connaissances
Se conformer aux règles de data gouvernance définies par le Data Office




Le profil recherché :

3 à 10 ans d'expérience dans le développement
Première expérience dans une équipe Agile ou Devops
Maitriser l'ensemble des outils nécessaires à l'implémentation des systèmes décisionnels




Mots clés attendus dans les dossiers techniques proposés :

SQL Server (SSMS, SSIS, SSRS, SSAS)
Power BI
AzureDevops
TFS
Méthode SAFe"
"
            
        Data Engineer DevOps H/F
      
          ",https://fr.linkedin.com/jobs/view/data-engineer-devops-h-f-at-inetum-3521828215?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=IdLFmsnOrd5URTc%2Bro%2FJdA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            Inetum
          ","
            Courbevoie, Île-de-France, France
          ","
         Actively Hiring
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      3 hours ago
  
          ","Détail de l'offre

Informations générales

Entité de rattachement Nous sommes une ESN agile, un groupe international certifié Top Employer Europe 2023.

A l'ère de la post-transformation digitale, nous mettons tout en œuvre pour que chacun de nos 27 000 athlètes du digital puisse se renouveler perpétuellement, en vivant positivement son propre flow digital.

Chacun de nos talents peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde à impact positif, innover localement dans 27 pays et harmoniser son investissement professionnel et son bien-être personnel.

Rejoignez Inetum. Live your positive digital flow.

Tous nos postes sont ouverts aux personnes en situation de handicap.

Description du poste Métier

Métier BS (Business Solutions) - DevOps BS

Intitulé du poste

Data Engineer DevOps H/F

Contrat

CDI

Description De La Mission

Qui sommes-nous ?

Nous sommes une ESN agile et un groupe international. A l'ère de la post-transformation digitale, nous mettons tout en œuvre pour que chacun de nos 27 000 collaborateurs puisse se renouveler perpétuellement, en vivant positivement son propre flow digital. Chacun d'entre eux peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde plus positif, innover localement dans 26 pays et harmoniser son investissement professionnel et son bien-être personnel.

Rejoignez Capital Market, entité Inetum en Finance de Marché. Nous accompagnons les acteurs majeurs du secteur de la finance en France et à l’International.

Cultivant la double compétence technique et fonctionnelle, nous intervenons sur des projets innovants à haute valeur ajoutée.

Quelles sont nos valeurs ?

🏆 Excellence Notre culture de l’excellence naît de notre audace.

🤝 Engagement S’associer et grandir ensemble !

🛰 Innovation Nos FabLab au service de la transformation digitale de nos clients.

Missions proposées

Pour accompagner notre forte croissance, nous recherchons des Data Engineer DevOps pour le compte d’un acteur majeur de la finance de marché en Europe et dans le monde. Dans ce contexte international et exigeant, vous travaillez sur la conception de solutions Big Data afin de répondre aux besoins des opérationnels métiers.

Pour mener à bien ce projet, vous aurez pour responsabilités de

Comprendre les enjeux des équipes Data et les accompagner. Faire le lien entre les environnements (datalake, datawarehouse et environnement de déploiement du modèle) grâce à des pipelines sophistiqués
Être référent et garant des bonnes pratiques pour le développement des langages utilisés par l'équipe. Accompagner les Data Scientists dans l'optimisation de leurs algorithmes
Assurer la viabilité des solutions de datamining et de machine learning de l'équipe Data et les mettre en production.Construire et optimiser des pipelines de données complexes (ETL et ELT)
Coordonner le développement et les opérations grâce à l’automatisation des flux de travail, la création de services Web prédictifs.
Déployez ces modèles en utilisant les dernières techniques et pratiques (API REST, Docker, Tensorflow Serving, etc.)
Analyser et résoudre les anomalies liées aux performances et à l’évolutivité des solutions Cloud BI et Big Data

Profil

Profil souhaité

De formation Ingénieur Grande Ecole ou équivalent, vous possédez une première expérience réussite de trois ans minimum sur un poste équivalent idéalement en banque d’investissement ou asset management.
Vous êtes familier avec l’environnement Big Data (data grids, compute grids, REST based architectures, SGBDR, No-SQL Databases, GPUs)
Vous avez déjà travaillé avec la méthodologie Agile
Une certaine aisance technique est également requise (Jenkins, Docker, Ansible, Git, Scala, Kubernetes, Python/Java, Maven)
Une double compétence Cloud (AWS, Google Cloud, Azure) serait un véritable plus
Evoluant dans un contexte international, la maîtrise de l'Anglais est nécessaire.
L’aisance relationnelle, de l’autonomie, la gestion des priorités, des capacités d’analyse et de synthèse, … le savoir-être est une composante importante dans notre processus de recrutement.
Tous nos postes sont ouverts aux personnes en situation de handicap.

Et pourquoi Inetum Capital Market ?

😄 Des missions intéressantes

🤩 Des perspectives d'évolutions professionnelles et financières

😎 Les avantages d'un grand groupe international

😉 Un suivi régulier

✈️ Une aide à la mobilité géographique que vous soyez localisé en France ou à l'étranger

👨‍🎓 Des formations certifiantes

🥳 Des moments de FUN !

Localisation du poste Localisation du poste

France, Ile-de-France, 75 Paris

Ville

Courbevoie

Critères candidat Niveau d'études min. requis

Bac+5

Niveau d'expérience min. requis

Plus de 2 ans"
"
            
        Big Data Developer
      
          ",https://fr.linkedin.com/jobs/view/big-data-developer-at-yodha-3711693361?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=DDVRV9J33wx%2BFaqUXP0K8A%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            Yodha
          ","
            Paris, Île-de-France, France
          ","
         Be an early applicant
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      18 hours ago
  
          ","Company Overview:

Yodha is a recruiting agency committed to providing innovative solutions and exceptional talents to our clients. We pride ourselves on a dynamic and collaborative work environment that fosters growth and creativity. As a Big Data Developer in our client’s team, you will have the opportunity to contribute to exciting projects, work with cutting-edge technologies, and develop valuable analytical skills.




Job Overview: 

We are seeking a highly motivated and detail-oriented individual to join our client’s team as a Big Data Developer, the main mission is to contribute to the company's ongoing drive for innovation and improvement by solving concrete business problems through the implementation of a cloud-based Data platform, as well as the design and implementation of technical data science solutions based on a variety of internal and external data sources.




Responsibilities:

Microsoft SQL stack

 

Propose architectures and guide the choice of technologies adapted to the needs of various Data projects
Design and implement the data processing required by data scientists during the machine learning and model preparation phases
Accompany business teams as they get to grips with the Azure platform and help them develop their programming skills, while ensuring compliance with internal standards.
Collaborate with business experts to understand business and operational issues
Identify, collect, explore, understand and integrate the data needed to solve your problems
Monitor production




Qualifications:

Master's degree in Computer Science, Engineering, or a related field.
Minimum 4 years of similar experience as a Big Data Developer or in a similar role, with a track record of designing and implementing complex data projects.
Minimum 1 year of experience on Scala.
Good Experience on Java or Python, Big Data.
Knowledge of Azure Databricks, Data warehouse, Microsoft SQL stack and Spark.
Good level of English (French would be plus).




Benefits:

Competitive salary and performance-based bonuses.
Professional development opportunities and reimbursement.
Flexible work hours and remote work options.
Collaborative and innovative work environment.




Please apply if you are passionate about Big Data, Data Engineer and ready to kick-start your career as an Mid-Level Big Data Developer. You can also drop an Email to hr@yodha.tech with your resume, cover letter, and any relevant work samples or projects.




Please visit our careers page for more updates, www.yodha.tech.


"
"
            
        Data engineer Spark / Scala
      
          ",https://fr.linkedin.com/jobs/view/data-engineer-spark-scala-at-bek-advisory-3718822395?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=mHu0L88qJaAigoDTdBbgOw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            Bek Advisory
          ","
            Île-de-France, France
          ",,"
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 day ago
  
          ","Bek Advisory est un cabinet de conseil en management et en organisation spécialisé dans la gestion de projets de transformation SI et métier.




Notre mission est d’accompagner nos clients, grands groupes et PME, dans leurs projets de transformation du SI dans un contexte de modernisation du SI, d’optimisation des processus ou de fusion / acquisition.




Nos consultants interviennent sur plusieurs types de missions :




Projets de transformation SI (Core Banking, ERP, SIRH, etc.) : définition de la stratégie, optimisation des coûts IT, outsourcing, gestion de programmes et risques associés
Optimisation des processus métiers : implémentation de nouvelles organisations, refonte et automatisation des processus et déploiement, amélioration des opérations
Soutien de projets : aide au pilotage, conduite du changement, PMO
Programmes d’intégration et séparation IT dans un contexte de vente, de fusion ou acquisition




Vos missions




L'équipe Data Science et Engineering intervient dans les décisions d'architecture, le cadrage fonctionnel, la conception technique puis l'implémentation des traitements : transformation (volumes massifs, jointures, transformations métier complexes) et exposition (datalake, BDD, warehouse).




Au sein de l'équipe Data Science et Engineering de nos clients, vous interviendrez principalement sur les projets à composante Scala / Spark.




Vous participerez activement aux activités suivantes :




Développement et maintenance des projets data sur stack Scala / Spark
Implication dans la roadmap technologique (pratiques, outils) et l'amélioration continue du périmètre Scala / Spark
Contribution proactive à la qualité et aux compétences de l'équipe Data Science et Engineering (veille technologique, capitalisation, retours d'expérience, revues de code, formations, etc.)




Profil recherché




Minimum 4 ans d'expérience en tant que Data Engineer
Expérience professionnelle significative sur le langage Scala et le développement d’applications Spark à fortes contraintes de performance
Expérience de modélisation analytique (construction d’un datawarehouse)
Connaissance d’au moins un clouder parmi Azure et AWS
Expérience de CI/CD (stack : Maven, Gitlab, Jenkins, Artifactory, Ansible)
Intérêt prononcé pour le software engineering
Proactivité, rigueur, organisation
Excellent relationnel, bonne humeur, optimisme"
"
            
        Senior Data Engineer
      
          ",https://fr.linkedin.com/jobs/view/senior-data-engineer-at-dcube-3633916251?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=PtuPEeRK2W5h%2FPxe4k5zSQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            DCube
          ","
            Paris, Île-de-France, France
          ","
         Actively Hiring
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      13 hours ago
  
          ","La Data, c’est votre dada, vous êtes câblé(e) comme ça : vous aimez collecter et traiter des données pour les mettre à disposition des autres.




Votre mission, si vous l'acceptez :




Comprendre et analyser des besoins métiers.
Concevoir et réaliser des processus optimisés d’ingestion et de traitement de données dans des architectures lakehouse et data mesh.
Organiser et urbaniser le stockage des données.
Industrialiser des modèles de Machine Learning.
Exposer des données via le développement d’APIs.
Réaliser des tests de validation des traitements.




Être consultant(e) chez dcube :




Nos consultant.e.s sont toutes et tous en CDI, ils interviennent en mission chez nos clients, mais ils ont aussi le choix de travailler depuis les locaux de dcube ou depuis chez eux en télétravail ponctuel.




Ils travaillent parfois à plusieurs sur un projet, parfois en solo, mais ils peuvent toujours compter sur le soutien de leur manager référent et de leur lead practice pour échanger sur des sujets techniques et/ou humains !




Nos clients sont majoritairement des PME, mais 30% d'entre eux sont des grands groupes. Nous proposons à nos consultant.e.s des missions dans toutes sortes de secteurs : finance, assurances, BTP, médias, services...




Nos consultant.e.s sont fier.e.s de leur apporter leur expertise pour répondre à leurs problématiques techniques et métiers en leur proposant des solutions sur mesure.




Vous seriez parfait(e) pour rejoindre nos équipes si :




Vous êtes ceinture noire en Data Engineering avec une expérience d’au moins 5 ans.
Vous êtes rodé(e) à la mise en place de pipelines de données en mode batch et/ou streaming autour des technologies Azure Data Factory, Spark, Spark Streaming, Azure Event Hub, Kafka, Azure Stream Analytics, SQL, Python, Scala.
Vous avez un peu travaillé sur des architectures lakehouse et/ou data mesh implémentées sur Azure Synapse Analytics, Databricks, Snowflake.
Vous maîtrisez les principes de modélisation Data Vault et schéma en étoile.
Quand votre grand-mère vous demande quel est votre métier, pour faire simple, vous répondez que vous êtes facilitateur(trice) de la vie des gens. Vous aimez rendre service en accompagnant les clients dans leur transformation, en leur apportant de la valeur et en les aidant à résoudre leurs problèmes grâce à votre savoir-faire technologique.




Bonus :




Curieux(se) et gourmand(e), vous vous enfilez de grosses tartines d’Azure au petit déj.
Vous êtes une star du NoSQL, Machine Learning ou développement d’APIs




Pourquoi choisir dcube ?




Notre vision :

dcube rassemble des femmes et des hommes de valeur, engagés avec leurs partenaires, pour partager une expérience humaine et technique enrichissante.




Quelques avantages :




Rémunération à partir de 50k.
Télétravail hybride et flexible.
Un accompagnement tout au long de votre carrière par un référent technique et un manager dédié hyper sympas.
Une montée en compétence continue avec le financement de nombreuses formations et certifications, ainsi que la possibilité d’échanger entre experts sur vos sujets techniques de prédilection lors de nos dcube learning.
L’organisation d’événements internes qui rassemblent (Afterworks, Meetups, Webinars, etc.)
Un ordinateur portable et un package télétravail pour équiper votre bureau.
Votre pass Navigo pris en charge à 100%.
Une mutuelle réactive et généreuse (Alan) et une carte ticket restaurant (Swile)."
"
            
        Data Engineer - Agen (47) H/F
      
          ",https://fr.linkedin.com/jobs/view/data-engineer-agen-47-h-f-at-alphea-conseil-3712111895?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=4Dk7ovN%2Fof3xEZVYSummyw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            Alphea Conseil
          ","
            France
          ","
         Be an early applicant
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      14 hours ago
  
          ","Description Du Poste




Vous êtes un(e) expert(e) de la manipulation des données ?




À la recherche d'un challenge passionnant en tant que Data Engineer ?




Nous avons l'opportunité qu'il vous faut!




Rejoignez une entreprise de distribution spécialisée à la pointe de l'innovation, nous recrutons un Data Engineer (H/F) talentueux pour jouer un rôle clé dans l'initiative de gestion des données.




Rattaché(e) au Responsable Data , vos principales missions seront les suivates :




Conception, développement et maintenance de pipelines de données robustes pour collecter, traiter et stocker les données de l'entreprise ;
Collaboration avec les équipes métier pour comprendre leurs besoins en matière de données et développer des solutions adaptées ;
Mise en œuvre de stratégies de qualité des données pour garantir l'intégrité et la précision des informations ;
Optimisation des performances des bases de données et des systèmes de stockage ;
Participation à l'exploration de nouvelles technologies et à l'innovation en matière de gestion des données.




Description Du Profil




Vous êtes diplômé(e) en Master ou école d'ingénieur spécialisée en statistiques, datamining ou mathématiques.




Vous justifiez d'une expérience significative de 4 minimum en tant que Data Engineer ou Architecte Data.




Vous êtes une personne pédagogue, organisée et communicante.




Vous connaissez les meilleures pratiques du développement et du codage, et êtes capable de tester des hypothèses à partir d'ensemble de données brutes et d'analyser les résultats.




Postulez !"
"
            
        Data Engineer (Alt.)
      
          ",https://fr.linkedin.com/jobs/view/data-engineer-alt-at-engie-digital-3719377751?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=wH1J%2BR0idfPuIRF9dV2xNw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            ENGIE Digital
          ","
            Courbevoie, Île-de-France, France
          ","
         Be an early applicant
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      3 hours ago
  
          ","ENGIE DIGITAL apporte les meilleures solutions IT à l’ensemble des BU du Groupe ENGIE et les aide à relever tous les défis énergétiques d’aujourd’hui et de demain.




Avec nous, vous pouvez avoir à la fois l’agilité et la bienveillance d’une PME et la solidité et l’envergure d’un grand groupe, l’expertise et l’engagement, l’audace et l’excellence.




Rejoignez ENGIE DIGITAL et faites vivre l’IT au cœur de la transition énergétique en tant que :




ENGIE recrute en alternance - J'agis et je planifie - YouTube




Alternance - Data Engineer (H/F)




Poste basé à Paris La Défense (92)




Vous êtes à la recherche de l’alternance de vos rêves ? Vous souhaitez apprendre un métier qui a du sens ? Être accompagné/e par un tuteur inspirant et à l’écoute ?




Vous êtes reconnu/e par votre entourage pour votre capacité à relever des défis, votre curiosité, votre capacité à travailler en équipe et en autonomie, votre sens des responsabilités ?




Pour aligner sa stratégie d’innovation avec la raison d’être du Groupe, ENGIE DIGITAL s’est mobilisée pour intégrer le numérique responsable dans la culture des opérationnels.




Nous recherchons un(e) alternant(e) préparant un Bac+5 école d’ingénieur, école d’informatique ou cursus universitaire M1/M2 avec une spécialisation Data (data visualisation/data ingénierie/ data science) pour rejoindre l’équipe Data du service ED.




Agathe est une plateforme de maintenance prédictive, construite sur une infrastructure AWS orientée data hébergeant une quantité massive de données. Les données sont intégrées, nettoyées et transformées pour alimenter les services d’apprentissage et prédiction des algorithmes de détection d’anomalie. Les données sont également mises à disposition sur une interface utilisateur pour de la visualisation graphique. Elles permettent enfin de déclencher des alertes auprès des utilisateurs de la plateforme : les techniciens de maintenance. La plateforme utilise les services cloud les plus avancés pour optimiser son coût de fonctionnement.




Vos missions, si vous les acceptez :




Contribuer au développement de la plateforme Agathe, jusqu’à la mise en production !




Participer à la « vie » de l’équipe technique en méthode agile (grooming, poker planning, démo/rétro, PI planning…)




Réaliser de bout en bout (design, développement, revue, test) de certaines fonctionnalités spécifiées par le product owner de la plateforme. Dans un premier temps en binôme, puis progressivement en toute autonomie.





Produire le design des composants à développer (architecture, modèle de donnée, traitement, orchestration…).
Développer les composants en Python (pandas) et à l’aide de services data managés par AWS (glue/spark) en respectant les bonnes pratiques et les déployer en continu (via CI/CD).
Créer les workflows de traitement de la donnée
Développer des APIs sur le back-end de l’application
Tester (tests unitaires, d’intégration) et débuguer le code des composants data.





La plateforme est articulée autour d’un service central de data science sur une infrastructure AWS, l’apprenti.e aura l’occasion de monter en compétence sur les sujets de machine learning et de MLops.




Informations complémentaires :





Développer des programmes selon les bonnes pratiques
Rédiger de la documentation technique
Savoir lire de la documentation technique en anglais





Ce poste est fait pour vous si :




Nous recherchons un(e) alternant(e) préparant un Bac+5 écoles d’ingénieur, école d’informatique ou cursus universitaire M1/M2 avec une spécialisation Data (data visualisation/data ingénierie/ data science)




Compétences techniques :





Power BI ou Tableau
SQL Formats de fichier et encodage (csv, json, parquet), Traitements distribués ( spark, glue)
Python (requête API / Clean data)
Excel niveau avancé
AWS (notion d’infrastructure)
Connaissance basique des systèmes et métiers de l’IT préférable





Compétences comportementales :





Être à l’écoute des conseils de ses tuteurs/pairs, savoir accepter les points d’amélioration, savoir communiquer sur les risques/incertitudes
Être très rigoureux et organisé
Savoir prendre des initiatives et aller vers les autres





Date de début souhaitée : entre octobre et janvier 2024."
"
            
        Data Engineer GCP - H/F
      
          ",https://fr.linkedin.com/jobs/view/data-engineer-gcp-h-f-at-lincoln-3710782200?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=7WmF8SQE3EkN4ZdcsWRWKw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            Lincoln France
          ","
            Île-de-France, France
          ","
         Actively Hiring
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      5 hours ago
  
          ","Data Engineer GCP – H/F

Minimum 2 ans d’expérience en CDI/CDD




Notre mission chez Lincoln ? Accompagner nos clients grands comptes sur l’ensemble de leurs projets tout au long de la chaîne de valeur de la donnée💡




Nous sommes un cabinet de conseil reconnu pour son expertise Data depuis plus de 30 ans, composé de 380 experts de l’ingénierie qui évoluent dans un environnement technique stimulant et en constante évolution.




Nous cherchons nos futur.e.s Data Engineer GCP prêt à relever de nouveaux défis et à participer à la croissance de Lincoln.




En tant que consultant chez Lincoln, vous serez amené(e) à travailler chez nos clients grands comptes et évoluerez au sein d’équipes pluridisciplinaires.




Ce que l'on attend de vous

Identification des batchs à migrer et leur complexité
Réalisation de la conception et implémentation d'une solution sur GCP
Accompagnement de l'équipe client à la montée en compétences sur GCP
Rédaction de la conception technique du projet
Réalisation des tests d'intégration, non régression et des tests de certification
Gestion de la maintenance corrective et évolutive




Vos atouts pour réussir sur ce poste

Des fondamentaux théoriques acquis en cursus école d’ingénieur, informatique ou universitaire avec une spécialisation data, avec une expérience d’au minimum 2 ans post diplôme en tant que Data Engineer :

Maîtrise de GCP;
Maîtrise de Python & SQL;
Une bonne connaissance de Terraform, Jenkins, Airflow, Docker, Kubernetes est un plus.




Vous l’aurez compris : si vous êtes passionné(e) par la Data, que vous savez faire preuve d’écoute et recherchez une satisfaction personnelle de celle de vos clients, n’hésitez plus… postulez 😉"
"
            
        Développeur back / Data engineer
      
          ",https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-back-data-engineer-at-bixoto-3719872569?refId=iH3ZbVF%2BAJPXS2suZDL35g%3D%3D&trackingId=MPgJ9h1KPCuIK8Zo4Lf3KA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"
            Bixoto
          ","
            Greater Rennes Metropolitan Area
          ","
         Be an early applicant
      ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      9 minutes ago
  
          ","Nous recrutons sur Rennes, mais comme nous sommes (déjà) intenationnaux, voici la description en anglais:







Bixoto is the e-commerce tech company that brings a new experience to online shopping: more personalized, human and sustainable.

We started in October 2020 and today we have 30,000 satisfied customers and more than 4,000,000 visits to our website. We are currently in Spain 🇪🇸 and we will soon open in France 🇫🇷 (By the end of 2023)

We believe commerce is a noble activity and what brings humanity together. For this, we are building an amazing team that helps us do better commerce by combining human relations, new technology, wonderful products and excellent operations.

To support our growth, we are looking for people ready to tackle this challenge and bring our Tech team and DevOps team several steps forward.

The company is now in a phase of strong acceleration! This is the moment to join!

If you want to work in an active, challenging and continuous learning environment, this may be your opportunity!







As part of the Bixoto team, your main mission will be to improve our data integration




🔑 As a key member of our team, your challenges will be:

Deciding and discussing tech strategies
Integrating our different suppliers in our Bixoto data pipeline written in Python
Design, building, and launching new data models and pipelines
Implementing best practices in data engineering including data integrity, validation, reliability, and documentation and improving discoverability of data
Optimizing code and database design for performance
Proposing and starting up initiatives of your own: we’re a group of entrepreneurs, not a group of employees.
Working with multiple sources of external data: APIs, Web crawling, spreadsheets, etc.
Some DevOps (Linux server administration, applications deployment, monitoring)




👆 Why are you the right person?

You are the right person if:

Passionate about data integration
You like details and implementation
Self-starting and entrepreneurial
Humble and still willing to grow
Collaborative, enthusiastic about teamwork, learning, and teaching
Fluent in English
But above all, we are looking for high potential and curiosity

Mastery of French will be highly valued. Any specific talent that we did not think of are also welcomed.




🌟 Benefits🌟







At Bixoto we believe that wellness is a basic need and it starts with our employees. That's why our associates are provided with a stimulating environment and benefits so that they are happy, efficient and spend quality time with their co-workers. So we offer:

Modern and equipped offices in the center of Barcelona, Paris and Rennes where you can enjoy a free coffee and tea service, free gym and afterworks
We reward fairly with a competitive salary. Have at your disposal all the resources and materials necessary to develop your challenges
Learning and training opportunities. The entire team is driven by learning. Provides a challenging and positive environment to grow in any area you desire.
Enjoy telecommuting whenever you need it
Our work philosophy is committed to autonomy and responsibility




🚀 Get to know us a little better:




Visit our website: https://bixoto.com/es
Visit our tech blog: https://tech.bixoto.com/
Visit our GitHub: https://github.com/Bixoto







Do you think you fit the role we are looking for? We'd love to meet you! And if you know someone else who could fit this vacancy, don't hesitate to share it!🧡





Logiciels informatiques
Web
Saas
"
